province	year	source	source_name	source_url	source_edition	table_id	table_title	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_tcm_hospital_beds	value_tcm_practicing_assistant_physicians	value_per_10000_population_tcm_hospital_beds	value_per_10000_population_tcm_practicing_assistant_physicians	rank_tcm_hospital_beds_per_10000	rank_tcm_practicing_assistant_physicians_per_10000	unit_tcm_hospital_beds	unit_tcm_practicing_assistant_physicians	notes
广东省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	108490000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	45404	33401	4.19	3.08	30	17	beds	persons	Official NATCM Excel table; main core-density supply exposure.
广西壮族自治区	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	47960000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	27272	12874	5.69	2.68	20	25	beds	persons	Official NATCM Excel table; main core-density supply exposure.
新疆维吾尔自治区	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	23600000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	17784	6729	7.54	2.85	5	21	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江苏省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	79760000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	46874	21472	5.88	2.69	16	24	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江西省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	45660000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	25236	11053	5.53	2.42	22	28	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河北省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	74520000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	38046	25162	5.11	3.38	26	11	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河南省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	94800000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	57078	29702	6.02	3.13	13	15	beds	persons	Official NATCM Excel table; main core-density supply exposure.
浙江省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	55390000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	39184	22874	7.07	4.13	8	8	beds	persons	Official NATCM Excel table; main core-density supply exposure.
海南省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	9110000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	4040	1893	4.43	2.08	29	30	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖北省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	58520000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	39870	15963	6.81	2.73	11	23	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖南省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	67830000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	48208	20744	7.11	3.06	7	18	beds	persons	Official NATCM Excel table; main core-density supply exposure.
甘肃省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	26000000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	22031	12039	8.47	4.63	3	4	beds	persons	Official NATCM Excel table; main core-density supply exposure.
福建省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	38390000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	20427	12901	5.32	3.36	25	12	beds	persons	Official NATCM Excel table; main core-density supply exposure.
西藏自治区	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	3240000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	1747	1169	5.39	3.61	24	10	beds	persons	Official NATCM Excel table; main core-density supply exposure.
贵州省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	35300000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	20757	8549	5.88	2.42	15	27	beds	persons	Official NATCM Excel table; main core-density supply exposure.
辽宁省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	43820000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	25566	12136	5.83	2.77	17	22	beds	persons	Official NATCM Excel table; main core-density supply exposure.
重庆市	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	30170000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	20713	12794	6.87	4.24	10	6	beds	persons	Official NATCM Excel table; main core-density supply exposure.
陕西省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	37930000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	27271	11533	7.19	3.04	6	19	beds	persons	Official NATCM Excel table; main core-density supply exposure.
青海省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	5880000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	5444	2448	9.26	4.16	1	7	beds	persons	Official NATCM Excel table; main core-density supply exposure.
黑龙江省	2015	natcm_2015_extract_a95	National Administration of Traditional Chinese Medicine 2015 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2015/A95.xls	2015	A95	2015年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	38120000	persons	natcm_2015_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	22536	10009	5.91	2.63	14	26	beds	persons	Official NATCM Excel table; main core-density supply exposure.
上海市	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	24240000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	10790	8952	4.45	3.69	31	20	beds	persons	Official NATCM Excel table; main core-density supply exposure.
云南省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	48300000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	31847	13654	6.59	2.83	24	28	beds	persons	Official NATCM Excel table; main core-density supply exposure.
内蒙古自治区	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	25340000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	29953	15554	11.82	6.14	1	4	beds	persons	Official NATCM Excel table; main core-density supply exposure.
北京市	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	21540000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	24867	19670	11.54	9.13	2	1	beds	persons	Official NATCM Excel table; main core-density supply exposure.
吉林省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	27040000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	19782	12090	7.32	4.47	15	11	beds	persons	Official NATCM Excel table; main core-density supply exposure.
四川省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	83410000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	70312	51816	8.43	6.21	8	3	beds	persons	Official NATCM Excel table; main core-density supply exposure.
天津市	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	15600000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	9645	8975	6.18	5.75	25	5	beds	persons	Official NATCM Excel table; main core-density supply exposure.
宁夏回族自治区	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	6880000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	4966	2771	7.22	4.03	16	15	beds	persons	Official NATCM Excel table; main core-density supply exposure.
安徽省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	63240000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	37568	15199	5.94	2.4	26	31	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山东省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	100470000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	66994	42924	6.67	4.27	23	13	beds	persons	Official NATCM Excel table; main core-density supply exposure.
山西省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	37180000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	21044	16587	5.66	4.46	27	12	beds	persons	Official NATCM Excel table; main core-density supply exposure.
广东省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	113460000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	56377	43240	4.97	3.81	29	19	beds	persons	Official NATCM Excel table; main core-density supply exposure.
广西壮族自治区	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	49260000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	33418	17042	6.78	3.46	20	24	beds	persons	Official NATCM Excel table; main core-density supply exposure.
新疆维吾尔自治区	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	24870000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	20573	8858	8.27	3.56	10	23	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江苏省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	80510000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	54907	29070	6.82	3.61	18	22	beds	persons	Official NATCM Excel table; main core-density supply exposure.
江西省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	46480000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	31389	13066	6.75	2.81	22	29	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河北省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	75560000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	51351	34088	6.8	4.51	19	10	beds	persons	Official NATCM Excel table; main core-density supply exposure.
河南省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	96050000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	74080	37872	7.71	3.94	12	17	beds	persons	Official NATCM Excel table; main core-density supply exposure.
浙江省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	57370000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	47924	28858	8.35	5.03	9	9	beds	persons	Official NATCM Excel table; main core-density supply exposure.
