province	year	gdp_per_capita_current_yuan	log_gdp_per_capita_current_yuan	urban_population_percent	age_composition_sample_population	age_composition_sample_age_65_plus	population_age_65_plus_percent	gdp_source_id	gdp_table_id	gdp_source_url	gdp_measure_notes	urbanization_source_id	urbanization_table_id	urbanization_source_url	urbanization_measure_notes	aging_source_id	aging_table_id	aging_source_url	aging_measure_notes	extraction_method	quality_flag
浙江省	2011	59249	10.989504181217818	62.3	46674	3999	8.567939323820543	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
安徽省	2011	25659	10.152649666248891	44.8	50989	5342	10.47676949930377	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
福建省	2011	47377	10.76589215785248	58.1	31783	2438	7.670767391372745	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
江西省	2011	26150	10.171604469493069	45.7	38348	2923	7.6223010326483776	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
山东省	2011	47335	10.765005258562992	50.95	82336	8854	10.753497862417412	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
河南省	2011	28661	10.263292592608767	40.57	80208	7057	8.798374227009774	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
湖北省	2011	34197	10.439893199904889	51.83	49190	4974	10.111811343769059	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
湖南省	2011	29880	10.304944639246754	45.1	56351	5906	10.480736810349416	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
广东省	2011	50807	10.835789419349267	66.5	89750	5884	6.555988857938718	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
广西壮族自治区	2011	25326	10.139586815010555	41.8	39686	3786	9.539888121755782	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
海南省	2011	28898	10.271527667553556	50.5	7496	516	6.883671291355389	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
重庆市	2011	34500	10.448714603019452	55.02	24939	3097	12.418300653594772	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
四川省	2011	26133	10.170954162487002	41.83	68777	8277	12.034546432673714	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
贵州省	2011	16413	9.705828982731935	34.96	29636	2698	9.103792684572817	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
云南省	2011	19265	9.866045257060257	36.8	39564	3041	7.686280456981094	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
西藏自治区	2011	20077	9.90733016025358	22.71	2591	125	4.824392126592049	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
陕西省	2011	33464	10.418225513122035	47.3	31976	2715	8.490743057292969	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
甘肃省	2011	19595	9.883029710633732	37.15	21908	1951	8.905422676647799	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
青海省	2011	29522	10.292891027096942	46.22	4854	288	5.933250927070458	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
宁夏回族自治区	2011	33043	10.405565022544408	49.82	5463	299	5.47318323265605	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
新疆维吾尔自治区	2011	30087	10.311848463756318	43.54	18871	1247	6.6080228922685595	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2012_d0311e	3-11	https://www.stats.gov.cn/sj/ndsj/2012/html/D0311e.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
北京市	2013	93213	11.442642475925098	86.3	17454	1498	8.582559871662657	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
天津市	2013	99607	11.508987722227586	82.01	12150	1392	11.456790123456791	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
河北省	2013	38716	10.564008230268978	48.12	60517	5547	9.166019465604707	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
山西省	2013	34813	10.45774615922359	52.56	29957	2388	7.971425710184597	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
内蒙古自治区	2013	67498	11.119853246792026	58.71	20613	1762	8.548003686993646	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
辽宁省	2013	61685.9	11.029810658656078	66.45	36231	3701	10.215009246225607	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
吉林省	2013	47191	10.76195847542619	54.2	22707	2193	9.657814770775532	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
黑龙江省	2013	37509.27	10.532343381409616	57.4	31651	2830	8.941265678809517	nbs_yearbook_2014_z0315e	3-15	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0315E.xls	Per capita gross regional product at current prices; models include wave fixed effects and use the log value.	nbs_yearbook_2014_z0206e	2-6	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0206E.xls	Proportion of year-end usual-resident population living in urban areas (%).	nbs_yearbook_2014_z0211e	2-11	https://www.stats.gov.cn/sj/ndsj/2014/zk/html/Z0211E.xls	Province age structure is estimated from the NBS annual population sample survey for the corresponding year; sampling fractions differ across waves, so this variable is reserved for sensitivity adjustment.	official_nbs_excel_parsed	official_excel_parsed
